Date,StartTime,Duration,Activity,ActivityType,LogType,Steps,Distance,ElevationGain,Calories,SedentaryMinutes,LightlyActiveMinutes,FairlyActiveMinutes,VeryActiveMinutes,AverageHeartRate,OutOfRangeHeartRateMinutes,FatBurnHeartRateMinutes,CardioHeartRateMinutes,PeakHeartRateMinutes
3/25/2018,16:44:35,1229000,Walk,90013,auto_detected,1788,0,27.432,155,0,1,7,13,104,1,20,0,0
3/26/2018,12:34:03,1331000,Walk,90013,auto_detected,2059,0,12.192,171,0,0,4,18,107,0,22,0,0
3/27/2018,11:54:15,768000,Walk,90013,auto_detected,1137,0,6.096,99,0,0,2,11,102,1,12,0,0
3/27/2018,14:35:31,921000,Walk,90013,auto_detected,1346,0,6.096,115,1,0,3,11,108,0,15,0,0
3/28/2018,11:50:17,768000,Walk,90013,auto_detected,1241,0,6.096,107,0,1,0,12,112,0,13,0,0
3/29/2018,10:38:01,2304000,Walk,90013,auto_detected,3794,0,12.192,313,0,2,3,33,111,2,36,0,0
3/29/2018,18:38:23,1127000,Walk,90013,auto_detected,1766,0,3.048,142,0,0,2,17,102,0,19,0,0
3/30/2018,13:21:17,973000,Walk,90013,auto_detected,1161,0,6.096,118,1,2,1,12,110,1,15,0,0
3/30/2018,20:09:58,1076000,Walk,90013,auto_detected,1732,0,9.144,138,0,0,2,16,106,0,18,0,0
3/31/2018,16:10:30,614000,Walk,90013,auto_detected,770,0,0,68,0,1,3,6,103,0,10,0,0
4/1/2018,10:19:31,4184000,Hike,90012,tracker,5651,3.762328,121.615,483,2,2,6,49,111,0,57,2,0
4/1/2018,15:14:34,972000,Walk,90013,auto_detected,1579,0,0,122,0,1,1,14,103,0,16,0,0
4/2/2018,9:50:36,819000,Walk,90013,auto_detected,1297,0,6.096,101,0,1,1,11,102,3,11,0,0
4/2/2018,12:29:20,2390000,Run,90009,tracker,6362,6.386882,108.814,533,0,0,0,39,157,0,0,16,24
4/2/2018,14:58:37,614000,Walk,90013,auto_detected,736,0,6.096,65,1,1,3,5,105,2,8,0,0
4/3/2018,13:34:29,1434000,Walk,90013,auto_detected,1722,0,12.192,147,2,9,5,7,99,7,17,0,0
4/3/2018,21:41:43,1279000,Walk,90013,auto_detected,2278,0,18.288,174,0,1,2,19,108,0,22,0,0
4/4/2018,6:11:17,2035000,Run,90009,tracker,5152,4.905226,45.11,403,0,0,0,32,149,0,1,23,8
4/4/2018,13:45:00,615000,Walk,90013,auto_detected,1060,0,3.048,85,0,0,1,9,113,0,11,0,0
4/4/2018,15:01:48,1484000,Walk,90013,auto_detected,1932,0,3.048,168,0,2,9,13,105,1,24,0,0
4/5/2018,7:43:30,973000,Walk,90013,auto_detected,1592,0,9.144,131,1,1,0,14,110,0,14,0,2
4/5/2018,10:38:26,1382000,Walk,90013,auto_detected,2168,0,18.288,183,0,1,3,19,108,1,22,0,0
4/6/2018,12:51:45,2349000,Run,90009,tracker,6156,6.171554,75.59,478,0,0,0,37,153,0,1,21,17
4/9/2018,7:03:44,2355000,Walk,90013,auto_detected,3705,0,0,283,1,13,0,25,102,2,37,0,0
4/10/2018,7:49:14,972000,Walk,90013,auto_detected,1494,0,0,116,1,0,3,12,100,1,15,0,0
4/11/2018,7:09:07,1126000,Walk,90013,auto_detected,1415,0,3.048,122,1,2,4,11,101,2,16,0,0
4/11/2018,12:23:56,716000,Walk,90013,auto_detected,1085,0,0,83,0,0,1,10,101,1,11,0,0
4/11/2018,13:24:30,768000,Walk,90013,auto_detected,978,0,3.048,92,0,2,2,9,104,0,13,0,0
4/11/2018,20:20:01,615000,Walk,90013,auto_detected,801,0,0,73,0,0,1,9,103,0,10,0,0
4/12/2018,14:40:46,819000,Walk,90013,auto_detected,899,0,3.048,84,0,0,9,4,98,2,12,0,0
4/12/2018,15:46:28,819000,Walk,90013,auto_detected,935,0,0,89,0,3,2,8,102,0,14,0,0
4/12/2018,20:22:03,615000,Walk,90013,auto_detected,793,0,0,69,1,1,2,6,108,1,9,0,0
4/13/2018,7:25:54,819000,Walk,90013,auto_detected,1051,0,0,95,0,2,4,8,101,2,12,0,0
4/13/2018,20:14:40,1075000,Walk,90013,auto_detected,1870,0,0,148,0,0,1,16,114,1,17,0,0
4/14/2018,8:10:35,666000,Walk,90013,auto_detected,967,0,0,67,1,1,4,5,97,0,11,0,0
4/14/2018,17:18:23,1177000,Walk,90013,auto_detected,1371,0,0,123,2,1,5,11,105,0,19,0,0
4/15/2018,8:57:18,1740000,Walk,90013,auto_detected,2228,0,0,183,2,11,5,11,96,5,24,0,0
4/15/2018,19:32:04,871000,Walk,90013,auto_detected,1210,0,1.778,94,0,1,4,9,97,0,14,0,0
4/17/2018,10:49:40,717000,Walk,90013,auto_detected,1189,0,6.096,99,0,1,1,10,109,1,11,0,0
4/17/2018,12:34:37,768000,Walk,90013,auto_detected,884,0,3.048,120,0,0,1,12,124,0,9,4,0
4/18/2018,13:16:42,716000,Walk,90013,auto_detected,1183,0,6.096,95,0,1,0,11,109,0,12,0,0
4/19/2018,7:42:33,1075000,Walk,90013,auto_detected,1508,0,0,120,0,5,4,8,104,1,17,0,0
4/19/2018,17:33:50,1382000,Walk,90013,auto_detected,2134,0,21.336,169,1,1,5,16,104,2,21,0,0
4/20/2018,7:16:24,1024000,Walk,90013,auto_detected,1691,0,18.288,139,0,0,2,15,107,0,17,0,0
4/20/2018,11:20:26,1382000,Walk,90013,auto_detected,2295,0,15.24,187,1,0,1,21,112,1,22,0,0
4/20/2018,18:47:30,1997000,Walk,90013,auto_detected,3236,0,21.336,266,1,0,2,30,109,1,30,2,0
